acousticness,danceability,energy,valence,tempo,loudness,speechiness,instrumentalness,track_popularity,is_hit
0.978,0.317,0.0547,0.225,120.812,-25.162,0.0448,0.424,,0
0.12,0.7609999999999999,0.263,0.315,107.991,-14.762,0.0473,0.239,60.0,1
0.104,0.583,0.69,0.4579999999999999,111.344,-8.273,0.0292,0.00112,,0
0.0372,0.521,0.716,0.12,77.562,-4.999,0.0364,0.0,55.0,1
0.0877,0.897,0.574,0.7,91.042,-9.929,0.292,0.0,0.0,0
0.225,0.737,0.7140000000000001,0.608,102.046,-6.138,0.0367,3.79e-06,56.0,1
0.3779999999999999,0.732,0.643,0.644,88.54299999999998,-8.318,0.474,0.0,62.0,1
0.601,0.15,0.119,0.0371,77.88,-23.772,0.0456,0.0021899999999999,2.0,0
0.0924,0.695,0.665,0.246,123.963,-6.03,0.0594,0.0,50.0,1
0.193,0.55,0.5429999999999999,0.208,138.003,-6.9860000000000015,0.0287,0.0,56.0,1
0.73,0.417,0.551,0.444,87.61399999999998,-6.456,0.174,0.00166,75.0,1
0.0115,0.721,0.65,0.391,130.491,-6.95,0.136,0.000137,66.0,1
0.609,0.732,0.436,0.475,94.852,-7.409,0.1169999999999999,0.0,52.0,1
0.638,0.264,0.473,0.0383,77.247,-9.552,0.045,0.0955,,0
0.021,0.86,0.758,0.4529999999999999,97.014,-5.16,0.0695,6.54e-05,79.0,1
0.0247,0.665,0.685,0.8390000000000001,137.94799999999998,-6.17,0.0328,1.0800000000000003e-05,58.0,1
5.08e-05,0.39,0.939,0.495,161.997,-3.828,0.0787,0.0,72.0,1
0.0204,0.731,0.8109999999999999,0.426,147.045,-3.225,0.0712,0.0,73.0,1
0.852,0.212,0.4479999999999999,0.151,203.995,-8.594,0.0361,0.0404,54.0,1
0.0076799999999999,0.5760000000000001,0.732,0.185,112.4,-6.039,0.16,0.0558,,0
0.542,0.527,0.461,0.293,106.992,-10.27,0.0658,0.0,,0
0.158,0.667,0.515,0.4589999999999999,167.475,-7.234,0.0322,0.000129,,0
0.451,0.315,0.4479999999999999,0.176,109.546,-13.703,0.0468,1.15e-05,,0
